acct_id,dsply_nm,type,acct_stat,acct_rptng_crncy,prior_sar_count,branch_id,open_dt,close_dt,initial_deposit,tx_behavior_id,bank_id,first_name,last_name,street_addr,city,state,country,zip,gender,birth_date,ssn,lon,lat
20,C_20,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,65507.38,0,bank,Melissa,Fisher,3751 Rachel Canyon Suite 408,East Clayton,SC,US,66353,Female,1947-07-10,117-19-6980,123.875900,23.2949335
21,C_21,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,86491.59,0,bank,Aaron,Hopkins,4151 Michael Burgs Suite 520,Port Michael,FL,US,27761,Male,2005-08-09,127-96-0118,-22.555650,9.0876195
22,C_22,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,94941.91,0,bank,Erin,Watkins,27175 Anderson Fords,Matthewport,OH,US,83851,Female,1916-12-19,106-69-9517,-14.771265,-48.0158735
23,C_23,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,84199.20,0,bank,Benjamin,Fisher,35833 Kelly Manor,Port Davidtown,CA,US,92535,Male,1980-12-05,427-95-2332,137.331791,23.330428
24,C_24,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73607.14,0,bank,Donald,Grant,37580 Ortiz Mall Suite 735,Stephanieland,WY,US,14737,Male,1999-08-19,158-90-7310,34.091723,-40.2372505
25,C_25,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,55035.06,0,bank,Brian,Irwin,37582 Ford Route Apt. 734,Port Hollymouth,IL,US,39633,Male,1946-12-15,559-78-2560,47.745511,36.5498485
26,C_26,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,71708.59,0,bank,Michael,Gonzalez,86401 Stephenson Canyon Apt. 468,Wallaceview,LA,US,99489,Male,1917-07-28,037-10-4301,-15.930139,53.247534
27,C_27,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,80544.35,0,bank,Patrick,Strong,16448 Audrey Road,New Daniel,ND,US,53377,Male,1943-11-21,300-57-6092,125.067738,78.795143
28,C_28,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,95650.55,0,bank,Karen,Neal,166 Taylor Skyway,Michaelfort,MT,US,29076,Female,1949-04-12,505-84-0987,58.360888,-9.419662
29,C_29,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,98330.32,0,bank,Ebony,Lester,93057 Oneal Branch Apt. 160,Blaketown,SC,US,92210,Female,1925-02-11,770-74-4718,-77.347952,-61.6907255
30,C_30,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73850.49,0,bank,Robert,Price,2566 Seth Station Apt. 852,East Sean,MS,US,56506,Male,1935-12-07,815-26-7198,-70.334070,67.445516
31,C_31,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,93265.50,0,bank,Timothy,Villa,31250 Jesse Hills Apt. 845,Ellishaven,SD,US,72221,Male,1985-01-13,466-63-4174,75.363975,-32.1737435
32,C_32,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,63024.62,0,bank,Cheryl,Franklin,02504 Donald Turnpike,Beckerfurt,IN,US,59968,Female,1988-06-29,088-41-5291,107.709743,32.3379515
33,C_33,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90251.39,0,bank,Joel,Hardy,4486 Olson Well,North Kevin,CA,US,01707,Male,1912-06-05,829-53-8087,67.235323,28.140754
34,C_34,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,77434.97,0,bank,Carl,Pitts,12637 Lisa Points,Williamsburgh,NM,US,29343,Male,1953-11-21,328-56-1758,119.066123,-13.360124
35,C_35,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,50702.09,0,bank,Brett,Quinn,478 Herrera Green,Jesseville,WY,US,93812,Male,1939-10-29,224-37-0106,107.507316,48.3202435
36,C_36,I,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,85985.23,0,bank,Megan,Hall,64195 Emily Squares,Jeffreybury,NC,US,40808,Female,1991-07-05,492-37-9537,-87.989788,-53.147048
37,C_37,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,69941.18,0,bank,Heather,Garza,9026 Theresa Pass Apt. 237,East Jessica,IN,US,50912,Female,1991-07-29,511-14-0427,102.627936,70.021251
38,C_38,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,91242.25,0,bank,Rachel,Cruz,0382 Lamb Street Suite 851,Derrickfurt,ID,US,41974,Female,1914-01-08,214-05-5164,-45.992206,2.1177525
39,C_39,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,83407.66,0,bank,David,Smith,5240 Berry Centers,West Andrew,AR,US,03720,Male,1994-12-17,335-09-1023,5.182080,88.234602
40,C_40,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,50057.14,0,bank,Joseph,Fitzgerald,6254 Debra Stream,Reyeschester,KS,US,70454,Male,1999-06-03,722-60-0688,123.186285,-57.091031
41,C_41,I,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,74678.89,0,bank,Lisa,Ellis,08298 Christopher Freeway Apt. 302,Lake Christian,PA,US,14087,Female,1926-05-24,630-78-0657,-44.454654,1.335247
42,C_42,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,93380.14,0,bank,Steven,Pierce,07154 Stephen Parkways Suite 265,Lindafurt,ME,US,70013,Male,1910-09-21,792-69-9348,116.403981,-19.5500315
43,C_43,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,62195.54,0,bank,William,Ballard,04049 Cooley Track Apt. 885,Goodview,DE,US,74692,Male,1938-12-29,601-87-8730,9.706360,-46.3655455
44,C_44,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,66260.22,0,bank,Andrea,Boyle,6962 Kristina Port Apt. 725,Lake Timothyview,RI,US,25097,Female,1943-11-25,851-23-8676,-88.807725,-73.011535
45,C_45,I,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,93523.56,0,bank,Theresa,Medina,188 Fischer Grove,Justinchester,VT,US,37258,Female,1981-06-11,326-44-3113,51.765238,-51.9607535
46,C_46,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,59553.35,0,bank,Kendra,Pugh,965 Herring Points,Fieldsbury,AK,US,47978,Female,1998-07-20,200-81-5808,157.055688,43.4096615
47,C_47,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78375.54,0,bank,Brian,Lopez,342 Miller Mission,Lake Jennifer,NY,US,92905,Male,1965-12-02,067-55-6468,-34.050167,-22.170230
48,C_48,I,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,61930.80,0,bank,Julie,Gallegos,514 Travis Track Suite 366,Rowefurt,AZ,US,76875,Female,1923-03-24,578-91-4561,-3.844152,-83.476675
49,C_49,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,98377.01,0,bank,Victoria,Hubbard,19550 James Creek,Williamstown,MO,US,16920,Female,1943-05-29,417-86-2329,139.794221,-50.408586
50,C_50,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90158.97,0,bank,Angela,Thompson,022 Renee Squares Apt. 808,Herringstad,OR,US,11353,Female,1942-02-11,207-34-5373,-43.698157,-20.4093225
51,C_51,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,72398.48,0,bank,Thomas,Taylor,78209 Darlene Bypass Suite 137,Port Stephen,VT,US,44235,Male,2010-12-21,570-08-8904,-135.752957,48.9611645
52,C_52,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,54022.29,0,bank,Clayton,Martinez,69597 Bass Passage,Vanessaville,MD,US,03479,Male,1951-12-15,623-25-0724,42.176665,83.246352
53,C_53,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,66002.73,0,bank,Jesse,Baker,0925 Ricky Mill Suite 994,Annamouth,HI,US,04523,Male,1958-09-23,066-46-1578,-113.768583,-82.9705695
54,C_54,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,75397.03,0,bank,Brendan,Serrano,9057 Alvarez Walks,New Michelleview,SD,US,68116,Male,1951-05-16,368-13-7724,-162.246916,-48.5879665
55,C_55,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96641.69,0,bank,Christopher,Allen,395 Timothy Road,Williamsbury,LA,US,43567,Male,1936-09-24,168-54-7585,15.037922,61.768246
56,C_56,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,55452.89,0,bank,Paula,Nunez,90622 Anthony Islands,North Brandonville,RI,US,19859,Female,1957-09-01,807-04-6861,54.217435,62.4831025
57,C_57,I,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,77563.36,0,bank,Larry,Chan,66376 Sabrina Garden Suite 691,Whitneyhaven,ND,US,03348,Male,1938-03-24,283-06-5269,29.796070,78.068027
58,C_58,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,85328.07,0,bank,Leslie,Ferrell,60666 Jennifer Rapids,Martinmouth,MT,US,21342,Female,1944-07-31,781-65-1844,17.720148,2.723188
59,C_59,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,77372.05,0,bank,Christine,Anderson,8034 Jennifer Islands Suite 604,Johnsonchester,MS,US,95905,Female,1920-12-23,628-46-2716,-163.235767,25.582253
60,C_60,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90723.34,0,bank,Melinda,Lang,16882 Eric Expressway Apt. 082,Kellyport,WY,US,44432,Female,2020-01-12,419-99-4289,-95.002763,1.932063
61,C_61,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,77014.18,0,bank,Valerie,Hernandez,268 Young Lane Suite 678,Tamichester,CT,US,90080,Female,1985-05-19,610-82-8473,-122.654707,83.7732945
62,C_62,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,98191.93,0,bank,David,Tucker,9261 Alex Lake,Floresmouth,OR,US,91816,Male,2011-07-18,235-21-9202,116.154583,-69.079963
63,C_63,I,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,80159.28,0,bank,Stacey,Cunningham,28693 Erickson Lodge,Andrewberg,MS,US,22958,Female,1957-01-04,822-12-9638,37.533795,-0.2008135
64,C_64,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,79380.85,0,bank,Karen,Knight,79148 Pierce Lock Suite 423,Erikberg,CA,US,09478,Female,1961-10-07,570-12-4351,78.928510,-28.354113
65,C_65,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,72249.45,0,bank,Abigail,Perez,51202 Adrian Wall Suite 897,South Anitamouth,CT,US,90382,Female,2020-02-06,319-36-3681,-175.183159,43.044778
66,C_66,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,79814.34,0,bank,Carl,Osborne,14963 Stuart Wall Apt. 343,Kellerstad,MS,US,80771,Male,1960-07-27,364-65-7717,-57.245803,86.1424655
67,C_67,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,69245.06,0,bank,Ashley,Reyes,4564 Timothy Highway Apt. 725,Lake Jacob,NM,US,30476,Female,1958-11-15,476-66-7566,123.812087,75.917680
68,C_68,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78782.55,0,bank,Jason,Baker,473 Holmes Alley Apt. 756,Port Tammy,OK,US,05801,Male,2004-09-12,335-23-1854,-82.921265,7.7519995
69,C_69,I,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,64516.48,0,bank,Austin,Thompson,68021 Christopher Mountain,Port Aaron,RI,US,54922,Male,1937-11-09,233-54-6258,74.844519,-89.9007205
70,C_70,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,59469.57,0,bank,Charles,Barton,94095 Wilcox Springs Suite 298,West Sierraville,AK,US,91248,Male,1924-06-18,389-27-9391,174.349420,-4.224960
71,C_71,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,59336.48,0,bank,Kathy,Wilkins,171 Harrison Motorway,Davidview,CO,US,74554,Female,1937-10-03,465-32-5752,77.994144,20.134205
72,C_72,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,80638.66,0,bank,Katelyn,Frederick,673 Allen Neck,Thomasmouth,MN,US,86129,Female,1926-03-22,852-67-1435,-79.279376,-9.4953765
73,C_73,I,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,82832.97,0,bank,Clifford,Leblanc,6367 Gary Causeway,Pamhaven,VA,US,43499,Male,2002-12-13,872-77-9547,53.024373,-49.157980
74,C_74,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73826.55,0,bank,Courtney,Cohen,939 Johnson Oval Suite 830,North Dennismouth,TX,US,80451,Female,2009-01-10,529-55-4693,1.542633,42.4540295
75,C_75,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,54491.22,0,bank,Brittney,Mayer,8576 Branch Island,Jonesbury,DE,US,99020,Female,1969-02-06,725-70-3441,17.502090,-77.4900685
76,C_76,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,87880.20,0,bank,Kimberly,Jones,69968 Cynthia Skyway,New Dawn,ME,US,50327,Female,1988-04-15,749-64-0251,-70.501675,22.5666445
77,C_77,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,93838.52,0,bank,Katie,Morgan,1039 Brianna Passage Suite 274,New Sergiobury,MS,US,98277,Female,2018-02-18,605-34-1458,-156.372541,-48.4501675
78,C_78,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96169.05,0,bank,Hailey,Brooks,87656 Darryl Rest Apt. 201,Wrightview,MS,US,15630,Female,2015-04-08,653-25-8876,110.941669,-73.9997445
79,C_79,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,92123.01,0,bank,Joseph,Callahan,70452 Forbes Courts,Mosesland,OK,US,14157,Male,1985-10-01,132-63-0568,99.294128,-30.033766
80,C_80,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,94908.66,0,bank,John,Edwards,36397 Moore Stravenue,Terriside,ID,US,28821,Male,1923-06-14,284-72-0008,-135.288317,87.2444515
81,C_81,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96154.12,0,bank,Sandra,Martinez,501 Kelly Crescent Apt. 438,Michelleland,NY,US,70218,Female,1986-10-02,475-42-2854,-20.781847,-25.296328
82,C_82,I,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,77030.00,0,bank,Diana,Perez,00415 Levine Shoal Suite 038,West Carla,MS,US,55367,Female,1948-07-13,828-69-8020,60.953964,-57.0136205
83,C_83,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,69564.80,0,bank,Alexis,Molina,037 Johnson Common,Coreyburgh,DC,US,57867,Female,1977-06-26,424-16-8640,-47.643293,44.1729295
84,C_84,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,85264.17,0,bank,Timothy,Thornton,7028 Harris Drive Apt. 422,Amyburgh,VA,US,55206,Male,1927-04-25,250-98-9175,-110.840166,66.073832
85,C_85,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,63781.71,0,bank,Johnny,Martinez,407 Bryan Expressway,Wagnerborough,ND,US,69462,Male,1917-09-01,546-02-1340,-174.337412,-24.7621545
86,C_86,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90581.44,0,bank,Jill,Hayes,465 Scott Club Apt. 933,Port Melissahaven,CA,US,91349,Female,2011-11-06,780-85-2204,142.027073,78.2756405
87,C_87,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,92474.30,0,bank,Charles,Cardenas,92555 Shaw Spurs Suite 207,New Randy,ME,US,58221,Male,2016-01-13,718-43-5719,162.448519,71.891010
88,C_88,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,94751.95,0,bank,Sara,Holland,849 Jacob Forge Suite 828,Port Carla,ND,US,66864,Female,1952-06-22,266-56-4943,64.924810,84.625840
89,C_89,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,79490.06,0,bank,Heather,Cain,7103 Melissa Underpass,Port Morganburgh,HI,US,87177,Female,1907-03-12,691-85-0271,-168.913094,73.0934885
90,C_90,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,97488.24,0,bank,Chris,Vargas,09845 Monica Lights,West Jack,NM,US,86758,Male,1961-06-15,601-81-3715,-178.524235,-75.462117
91,C_91,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78984.75,0,bank,Nicole,Tucker,281 Collins Roads,Lake Bryan,MD,US,86618,Female,1971-06-20,624-43-4417,166.798308,-69.0887635
92,C_92,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,72528.16,0,bank,Ryan,Francis,84869 Fisher Estate,Mirandaville,WI,US,15107,Male,1971-08-10,302-88-1639,48.582932,-19.608769
93,C_93,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,83012.27,0,bank,Stacey,Edwards,588 Alan Rest,Port Stephanieville,MS,US,63590,Female,2017-07-17,144-11-6424,165.692618,65.479369
94,C_94,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,99812.89,0,bank,Sherry,Thomas,36009 Anderson Street,Richardside,WA,US,58918,Female,1923-04-08,660-27-9643,-89.615312,-66.033426
95,C_95,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,95847.06,0,bank,Abigail,Hoover,4360 Alexandra Tunnel Apt. 042,Port Kathleen,DE,US,44045,Female,2019-12-17,149-43-9476,-146.405842,-66.8778945
96,C_96,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,89666.25,0,bank,Sandra,Dixon,5778 Christopher Mill Suite 687,Stonebury,SD,US,52878,Female,1926-02-19,073-19-2555,-161.506612,13.0918715
97,C_97,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,54118.65,0,bank,Julie,Reed,184 Bell Shores,Moralesmouth,TN,US,82072,Female,2011-09-30,515-05-6290,16.487131,1.8757605
98,C_98,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,80639.16,0,bank,Terri,White,91715 Wang Gardens,New Williamton,MI,US,05710,Female,1942-08-13,498-62-6867,-179.300152,83.9181515
99,C_99,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,74322.21,0,bank,Christopher,Alexander,520 Fox Expressway Suite 497,North Jasmine,PA,US,88434,Male,1984-09-07,336-56-9305,157.426353,-51.3219645
100,C_100,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,81507.37,0,bank,Sarah,Scott,56433 Estes Plain Suite 739,Claireberg,IA,US,19365,Female,1929-07-05,550-91-9773,-118.399297,29.961665
101,C_101,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,92253.88,0,bank,Ethan,Smith,593 Amber Fords,Peterhaven,MI,US,53809,Male,1932-02-10,202-78-2680,119.154544,33.0330545
102,C_102,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,62151.78,0,bank,Connie,Rhodes,765 Brown Crescent Apt. 524,Parkerchester,NJ,US,49649,Female,2004-10-20,083-81-1495,91.726973,-85.2943775
103,C_103,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,86574.46,0,bank,Diamond,Moore,919 Andrew Turnpike Apt. 419,Mckinneyshire,NC,US,26431,Female,1930-12-20,605-29-2244,-110.154467,-28.7129855
104,C_104,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,55856.71,0,bank,Luke,Vazquez,94312 Dickson Falls Apt. 905,Gregoryview,VA,US,92174,Male,1943-12-23,811-77-3614,-177.814657,-51.498302
105,C_105,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,61023.03,0,bank,Todd,Walsh,2278 Wesley Forges,South Leslie,NV,US,30836,Male,1943-06-11,692-91-3093,-126.107214,3.8989175
106,C_106,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,89729.15,0,bank,Steven,Herrera,943 Tran Circles Apt. 619,New Melissamouth,NE,US,34789,Male,2009-08-03,811-23-1122,-37.696698,28.244160
107,C_107,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,66626.81,0,bank,Kimberly,Martinez,049 Black Ports,Clarkborough,CO,US,13289,Female,1997-08-18,478-96-2752,-162.668940,-35.907116
108,C_108,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90795.65,0,bank,Cory,Ray,661 Alicia Forge,Davisville,DC,US,79641,Male,1992-12-09,636-56-9843,32.009025,82.074451
109,C_109,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,55030.38,0,bank,Lucas,Serrano,23771 Huff Highway,Murphyport,TN,US,12124,Male,1956-05-27,628-80-1448,-56.467350,-53.4670135
110,C_110,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,57317.92,0,bank,Wendy,Boyd,74285 Darrell Islands,Francesland,ID,US,26745,Female,1963-08-27,667-93-6208,31.935854,-80.4762285
111,C_111,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,84883.53,0,bank,Todd,Taylor,2839 Bell Prairie,New Ruben,IL,US,15806,Male,2021-07-04,550-55-2941,-159.430371,-9.7704685
